precision,recall,threshold
0.014906832298136646,0.8571428571428571,2.5202623250240785e-06
0.014925373134328358,0.8571428571428571,2.5318722087441733e-06
0.014943960149439602,0.8571428571428571,2.532865016982443e-06
0.014962593516209476,0.8571428571428571,2.5742211381806777e-06
0.0149812734082397,0.8571428571428571,2.583429994471127e-06
0.015,0.8571428571428571,2.5889812826791114e-06
0.015018773466833541,0.8571428571428571,2.604283379402975e-06
0.015037593984962405,0.8571428571428571,2.6295120668289568e-06
0.015056461731493099,0.8571428571428571,2.6321036531922716e-06
0.01507537688442211,0.8571428571428571,2.6366210126419255e-06
0.01509433962264151,0.8571428571428571,2.6381845684048584e-06
0.015113350125944584,0.8571428571428571,2.6390001117643512e-06
0.015132408575031526,0.8571428571428571,2.643987865669403e-06
0.015151515151515152,0.8571428571428571,2.646728269652313e-06
0.015170670037926675,0.8571428571428571,2.6941885779445234e-06
0.015189873417721518,0.8571428571428571,2.7111359551042705e-06
0.015209125475285171,0.8571428571428571,2.7123810079468027e-06
0.015228426395939087,0.8571428571428571,2.717822782393157e-06
0.015247776365946633,0.8571428571428571,2.7226322053545784e-06
0.015267175572519083,0.8571428571428571,2.7357677571687603e-06
0.015286624203821656,0.8571428571428571,2.7454294661897828e-06
0.015306122448979591,0.8571428571428571,2.7456133138280183e-06
0.01532567049808429,0.8571428571428571,2.7840919903845056e-06
0.015345268542199489,0.8571428571428571,2.7952211243958417e-06
0.015364916773367477,0.8571428571428571,2.8090509007785144e-06
0.015384615384615385,0.8571428571428571,2.8195837002988534e-06
0.01540436456996149,0.8571428571428571,2.85376207837665e-06
0.015424164524421594,0.8571428571428571,2.8629532748812917e-06
0.015444015444015444,0.8571428571428571,2.874341155658533e-06
0.015463917525773196,0.8571428571428571,2.8907296269143943e-06
0.015483870967741935,0.8571428571428571,2.900787271067253e-06
0.015503875968992248,0.8571428571428571,2.9193434425172995e-06
0.015523932729624839,0.8571428571428571,2.9450194347504637e-06
0.015544041450777202,0.8571428571428571,2.9544611882832187e-06
0.01556420233463035,0.8571428571428571,2.9563143576274793e-06
0.015584415584415584,0.8571428571428571,2.958620459774497e-06
0.015604681404421327,0.8571428571428571,2.9611287864995452e-06
0.015625,0.8571428571428571,2.966102019208931e-06
0.01564537157757497,0.8571428571428571,2.966713218847101e-06
0.015665796344647518,0.8571428571428571,3.0147700499753894e-06
0.01568627450980392,0.8571428571428571,3.0320599893645153e-06
0.015706806282722512,0.8571428571428571,3.0620851444215194e-06
0.015727391874180863,0.8571428571428571,3.087206885540159e-06
0.015748031496062992,0.8571428571428571,3.09839869883783e-06
0.01576872536136662,0.8571428571428571,3.1128235347618618e-06
0.015789473684210527,0.8571428571428571,3.129525313044208e-06
0.015810276679841896,0.8571428571428571,3.1948333509150886e-06
0.0158311345646438,0.8571428571428571,3.2330182889796775e-06
0.015852047556142668,0.8571428571428571,3.2701299439815817e-06
0.015873015873015872,0.8571428571428571,3.2748485746992297e-06
0.015894039735099338,0.8571428571428571,3.3052757327379842e-06
0.015915119363395226,0.8571428571428571,3.319150167202015e-06
0.01593625498007968,0.8571428571428571,3.3280212773717566e-06
0.015957446808510637,0.8571428571428571,3.360647304007374e-06
0.015978695073235686,0.8571428571428571,3.3699245094673534e-06
0.016,0.8571428571428571,3.3761838178371862e-06
0.01602136181575434,0.8571428571428571,3.408823794400262e-06
0.016042780748663103,0.8571428571428571,3.454272401375858e-06
0.01606425702811245,0.8571428571428571,3.463581828146768e-06
0.0160857908847185,0.8571428571428571,3.4658618538579408e-06
0.016107382550335572,0.8571428571428571,3.4786011327305912e-06
0.016129032258064516,0.8571428571428571,3.501374155741734e-06
0.016150740242261104,0.8571428571428571,3.5166507993555858e-06
0.016172506738544475,0.8571428571428571,3.519765514137169e-06
0.016194331983805668,0.8571428571428571,3.5823448261502604e-06
0.016216216216216217,0.8571428571428571,3.583757705216888e-06
0.016238159675236806,0.8571428571428571,3.6038697181940184e-06
0.016260162601626018,0.8571428571428571,3.6040297751929218e-06
0.016282225237449117,0.8571428571428571,3.604655737120021e-06
0.016304347826086956,0.8571428571428571,3.6397715139920308e-06
0.0163265306122449,0.8571428571428571,3.651605762381193e-06
0.01634877384196185,0.8571428571428571,3.656374307320948e-06
0.01637107776261937,0.8571428571428571,3.6742649519059375e-06
0.01639344262295082,0.8571428571428571,3.680999259536957e-06
0.016415868673050615,0.8571428571428571,3.698705725084369e-06
